time_window,accept_rate,request,long_waiting,longwait_percent,medium_waiting_time
03 10:40:00,0.8987341772151899,79,7,0.08860759493670886,6.280591143419345
03 11:00:00,0.9203539823008849,113,5,0.04424778761061947,4.417860175804659
03 11:20:00,0.883495145631068,103,6,0.05825242718446602,5.423553709189097
03 11:40:00,0.9625,80,4,0.05,5.1912658590536855
03 12:00:00,0.9152542372881356,59,2,0.03389830508474576,5.277549846172333
03 12:20:00,0.9019607843137255,51,5,0.09803921568627451,5.775810813903808
03 12:40:00,0.9423076923076923,52,1,0.019230769230769232,8.87764316002528
03 13:00:00,0.94,50,1,0.02,6.009957838720746
03 13:20:00,0.9152542372881356,59,3,0.05084745762711865,5.81903327847972
03 13:40:00,0.9032258064516129,62,2,0.03225806451612903,3.566056501865387
03 14:00:00,0.9176470588235294,85,3,0.03529411764705882,4.020176248039518
03 14:20:00,0.8556701030927835,97,20,0.20618556701030927,8.511703217670481
03 14:40:00,0.7090909090909091,165,49,0.296969696969697,11.09717444225594
03 15:00:00,0.8728813559322034,118,19,0.16101694915254236,7.831042892905487
03 15:20:00,0.8782608695652174,115,18,0.1565217391304348,6.4849271583790875
03 15:40:00,0.875,120,12,0.1,6.222289233978349
03 16:00:00,0.84375,96,6,0.0625,7.496491036228106
03 16:20:00,0.9090909090909091,99,8,0.08080808080808081,6.4978318518400195
03 16:40:00,0.9032258064516129,93,8,0.08602150537634409,6.445448640130816
03 17:00:00,0.9629629629629629,81,2,0.024691358024691357,6.54480169945293
03 17:20:00,0.9230769230769231,91,9,0.0989010989010989,6.497221335437563
03 17:40:00,0.9285714285714286,84,6,0.07142857142857142,6.254794397453467
03 18:00:00,0.8160919540229885,87,10,0.11494252873563218,5.89005477978633
03 18:20:00,0.7790697674418605,86,13,0.1511627906976744,6.364194662570953
03 18:40:00,0.8653846153846154,52,5,0.09615384615384616,6.566064754724503
03 19:00:00,0.9107142857142857,56,7,0.125,7.535224788813364
03 19:20:00,0.7317073170731707,41,5,0.12195121951219512,5.206804348872258
03 19:40:00,0.875,48,7,0.14583333333333334,6.662132725185818
03 20:00:00,0.8679245283018868,53,9,0.16981132075471697,5.616448962861213
03 20:20:00,0.7551020408163265,49,8,0.16326530612244897,5.352294763177634
03 20:40:00,0.8787878787878788,33,2,0.06060606060606061,4.332465579333129
